device_id,pollution,timestamp,lat,lon
74DA38A86910,44,2016-12-19T11:20:00Z,35.502,128.752
74DA38A8690E,48,2016-12-19T11:20:00Z,35.415,129.067
74DA38A8690A,38,2016-12-19T11:20:00Z,34.892,128.69
74DA38A86908,42,2016-12-19T11:20:00Z,35.238,128.545
74DA38A86902,56,2016-12-19T11:20:00Z,35.449,129.074
74DA38A86900,52,2016-12-19T11:20:00Z,35.169,128.057
74DA38A7953C,15,2016-12-19T11:20:00Z,1.295,103.818
74DA38A7952C,29,2016-12-19T11:20:00Z,1.301,103.896
74DA389B9A74,0,2016-12-19T11:20:00Z,25.058,121.612
74DA3895E14C,18,2016-12-19T11:20:00Z,24.495,54.379
74DA3895E142,20,2016-12-19T11:20:00Z,24.475,54.317
74DA3895E0E2,76,2016-12-19T11:20:00Z,24.305,120.713
74DA3895E0E0,49,2016-12-19T11:20:00Z,24.195,120.56
74DA3895E0BE,74,2016-12-19T11:20:00Z,24.125,120.671
74DA3895E0B0,80,2016-12-19T11:20:00Z,24.143,120.613
74DA3895E0AE,55,2016-12-19T11:20:00Z,23.879,120.362
74DA3895E0AC,52,2016-12-19T11:20:00Z,24.216,120.651
74DA3895E0A8,58,2016-12-19T11:20:00Z,24.184,120.613
74DA3895E0A4,62,2016-12-19T11:20:00Z,24.156,120.568
74DA3895E09C,9,2016-12-19T11:20:00Z,22.903,121.128
74DA3895E078,56,2016-12-19T11:20:00Z,24.085,120.558
74DA3895E076,64,2016-12-19T11:20:00Z,24.018,120.695
74DA3895E074,69,2016-12-19T11:20:00Z,23.963,120.568
74DA3895E072,69,2016-12-19T11:20:00Z,24.287,120.584
74DA3895E070,68,2016-12-19T11:20:00Z,24.113,120.622
74DA3895E06E,98,2016-12-19T11:20:00Z,24.308,120.708
74DA3895E068,74,2016-12-19T11:20:00Z,23.322,120.27
74DA3895E04C,47,2016-12-19T11:20:00Z,22.972,120.355
74DA3895DFF6,66,2016-12-19T11:20:00Z,23.329,120.26
74DA3895DFD0,67,2016-12-19T11:20:00Z,24.108,120.632
74DA3895DFCC,42,2016-12-19T11:20:00Z,24.091,120.688
74DA3895DFCA,53,2016-12-19T11:20:00Z,23.447,120.477
74DA3895DFC8,78,2016-12-19T11:20:00Z,24.03,120.678
74DA3895DFC6,83,2016-12-19T11:20:00Z,24.151,120.674
74DA3895DFC4,54,2016-12-19T11:20:00Z,24.181,120.613
74DA3895DFBE,1,2016-12-19T11:20:00Z,-37.888,144.998
74DA3895DFB4,82,2016-12-19T11:20:00Z,24.071,120.643
74DA3895DFB2,53,2016-12-19T11:20:00Z,22.669,120.3
74DA3895DFB0,6,2016-12-19T11:20:00Z,22.879,121.214
74DA3895DFAA,61,2016-12-19T11:20:00Z,24.122,120.499
74DA3895DFA4,50,2016-12-19T11:20:00Z,23.961,120.468
74DA3895DFA2,8,2016-12-19T11:20:00Z,23.343,121.456
74DA3895DF9E,70,2016-12-19T11:20:00Z,24.355,120.624
74DA3895DF9C,7,2016-12-19T11:20:00Z,23.6,121.521
74DA3895C5B4,44,2016-12-19T11:20:00Z,24.112,120.667
74DA3895C598,45,2016-12-19T11:20:00Z,24.148,120.637
74DA3895C596,72,2016-12-19T11:20:00Z,24.131,120.644
74DA3895C590,64,2016-12-19T11:20:00Z,24.252,120.739
74DA3895C58E,82,2016-12-19T11:20:00Z,24.18,120.666
74DA3895C588,69,2016-12-19T11:20:00Z,24.14,120.64
74DA3895C57E,72,2016-12-19T11:20:00Z,24.303,120.707
74DA3895C576,76,2016-12-19T11:20:00Z,24.164,120.715
74DA3895C572,91,2016-12-19T11:20:00Z,24.25,120.673
74DA3895C56C,60,2016-12-19T11:20:00Z,24.119,120.67
74DA3895C560,83,2016-12-19T11:20:00Z,24.176,120.685
74DA3895C55E,58,2016-12-19T11:20:00Z,24.115,120.657
74DA3895C55C,61,2016-12-19T11:20:00Z,24.174,120.578
74DA3895C55A,76,2016-12-19T11:20:00Z,24.308,120.704
74DA3895C54C,70,2016-12-19T11:20:00Z,24.179,120.614
74DA3895C54A,79,2016-12-19T11:20:00Z,23.933,120.669
74DA3895C4CE,50,2016-12-19T11:20:00Z,24.113,120.504
74DA3895C466,91,2016-12-19T11:20:00Z,24.173,120.652
74DA3895C446,94,2016-12-19T11:20:00Z,21.004,105.847
74DA3895C442,1,2016-12-19T11:20:00Z,35.119,-89.934
74DA3895C440,87,2016-12-19T11:20:00Z,22.674,120.478
74DA3895C43E,1,2016-12-19T11:20:00Z,42.344,-71.103
74DA3895C436,26,2016-12-19T11:20:00Z,24.062,120.541
74DA3895C42E,53,2016-12-19T11:20:00Z,24.35,120.614
74DA3895C41E,14,2016-12-19T11:20:00Z,14.647,121.071
74DA3895C41A,78,2016-12-19T11:20:00Z,24.154,120.648
74DA3895C418,69,2016-12-19T11:20:00Z,24.215,120.705
74DA3895C416,10,2016-12-19T11:20:00Z,25.04,121.613
74DA3895C410,65,2016-12-19T11:20:00Z,24.087,120.581
74DA3895C40E,69,2016-12-19T11:20:00Z,24.173,120.696
74DA3895C40A,65,2016-12-19T11:20:00Z,24.407,120.642
74DA3895C406,14,2016-12-19T11:20:00Z,25.015,121.431
74DA3895C3FE,77,2016-12-19T11:20:00Z,24.155,120.667
74DA3895C3F0,46,2016-12-19T11:20:00Z,24.126,120.512
74DA3895C3EE,84,2016-12-19T11:20:00Z,24.172,120.671
74DA3895C3EC,73,2016-12-19T11:20:00Z,24.109,120.688
74DA3895C3EA,89,2016-12-19T11:20:00Z,24.018,120.656
74DA3895C3E8,82,2016-12-19T11:20:00Z,24.154,120.65
74DA3895C3E2,74,2016-12-19T11:20:00Z,24.141,120.657
74DA3895C3DC,60,2016-12-19T11:20:00Z,24.153,120.631
74DA3895C3CC,72,2016-12-19T11:20:00Z,24.109,120.599
74DA3895C3CA,38,2016-12-19T11:20:00Z,24.14,120.656
74DA3895C3C0,72,2016-12-19T11:20:00Z,24.091,120.69
74DA3895C3BE,61,2016-12-19T11:20:00Z,24.107,120.621
74DA3895C3B8,121,2016-12-19T11:20:00Z,24.137,120.658
74DA3895C3B2,28,2016-12-19T11:20:00Z,24.801,120.972
74DA3895C3AE,67,2016-12-19T11:20:00Z,24.175,120.617
74DA3895C3AC,70,2016-12-19T11:20:00Z,24.304,120.717
74DA3895C39E,30,2016-12-19T11:20:00Z,23.046,120.217
74DA3895C39A,71,2016-12-19T11:20:00Z,24.145,120.725
74DA3895C398,66,2016-12-19T11:20:00Z,24.067,120.701
74DA3895C396,58,2016-12-19T11:20:00Z,24.266,120.566
74DA3895C394,99,2016-12-19T11:20:00Z,24.302,120.72
74DA3895C392,81,2016-12-19T11:20:00Z,24.186,120.698
74DA3895C38E,68,2016-12-19T11:20:00Z,24.313,120.729
74DA3895C38A,82,2016-12-19T11:20:00Z,24.122,120.735
74DA3895C376,72,2016-12-19T11:20:00Z,24.139,120.597
74DA3895C372,96,2016-12-19T11:20:00Z,22.663,120.49
74DA3895C368,55,2016-12-19T11:20:00Z,24.057,120.697
74DA3895C366,71,2016-12-19T11:20:00Z,24.094,120.647
74DA3895C362,60,2016-12-19T11:20:00Z,24.288,120.723
74DA3895C35E,85,2016-12-19T11:20:00Z,24.308,120.715
74DA3895C356,56,2016-12-19T11:20:00Z,22.993,120.203
74DA3895C354,21,2016-12-19T11:20:00Z,24.627,121.794
74DA3895C348,59,2016-12-19T11:20:00Z,24.124,120.632
74DA3895C344,32,2016-12-19T11:20:00Z,14.077,100.613
74DA3895C33A,8,2016-12-19T11:20:00Z,24.596,121.835
74DA3895C332,12,2016-12-19T11:20:00Z,25.071,121.364
